accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,specificity_macro,specificity_weighted,macro_f1,cohen_kappa,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,n_samples,roc_auc_ovr_NREM_to_MA,average_precision_NREM_to_MA,f1_NREM_to_MA,roc_auc_ovr_NREM_to_Awake,average_precision_NREM_to_Awake,f1_NREM_to_Awake,roc_auc_ovr_Stable_NREM,average_precision_Stable_NREM,f1_Stable_NREM,params_total,params_trainable,params_frozen,macs_per_forward,latency_ms_per_segment,train_wall_clock_s,label_fraction_requested,label_fraction_realised,partition,best_epoch,best_monitor_value,n_train,n_val,n_eval,evaluated_on
0.5772699939867709,0.3333333333333333,0.19242333132892364,0.3332406459574865,0.3333333333333333,0.5772699939867709,0.6666666666666666,0.42273000601322913,0.24399542508577965,0.0,0.42255371271620285,0.5,0.5,0.3333333333333333,0.4878941729531969,1663,0.5,0.3920625375826819,0.0,0.5,0.030667468430547205,0.0,0.5,0.5772699939867709,0.731986275257339,1,1,0,0,0.000668325083097443,25.019,1.0,1.0,selection_fold_05,1,0.24399542508577965,10442,1663,1663,val
