class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,1112,0.624493106244931,0.6924460431654677,0.651355421686747,0.6567164179104478,0.73242813881425,0.6859756414495097
1,NREM_to_Awake,89,0.7962962962962963,0.48314606741573035,0.9953211399404509,0.6013986013986014,0.9667700572073084,0.6751304071574963
2,Stable_NREM,1239,0.7094535993061578,0.6602098466505246,0.7210657785179018,0.6839464882943144,0.7689280993307299,0.7557497666482964
