class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,991,0.48917748917748916,0.5701311806256307,0.5321173671689136,0.5265610438024231,0.5395958551627614,0.467074346843762
1,NREM_to_Awake,72,0.12435233160621761,0.3333333333333333,0.9224770642201835,0.1811320754716981,0.7817405708460754,0.08152300443336194
2,Stable_NREM,1189,0.6227876106194691,0.4735071488645921,0.6792097836312324,0.5379837553750597,0.5988921653254551,0.6342831625650298
