class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,812,0.5677267373380448,0.5935960591133005,0.8144590495449949,0.580373269114991,0.7760183446482739,0.5819036150756618
1,NREM_to_Awake,94,0.7317073170731707,0.6382978723404256,0.9918397626112759,0.6818181818181818,0.9562866973925122,0.702475273509405
2,Stable_NREM,1884,0.8273265196342119,0.8163481953290871,0.6456953642384106,0.821800694629976,0.8115910443703923,0.8895542648526402
