class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,743,0.4148520379676159,1.0,0.0,0.5864246250986582,0.5442578570474557,0.4784975219400319
1,NREM_to_Awake,70,0.0,0.0,1.0,0.0,0.5170498879389059,0.07207190586565662
2,Stable_NREM,978,0.0,0.0,1.0,0.0,0.5645479767681112,0.5762037544310747
