epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,lr
1.0,0.8531662345129922,0.597682119205298,0.565465591239079,0.5376947154771774,0.6048399959357021,0.7565033314657993,0.6364754098360655,0.627349128668336,0.6082929007885103,0.6333999304544822,4.0006579495754635e-05
2.0,0.715134363300753,0.6329677152317881,0.6658772884046296,0.6075275451302581,0.6398468144410392,0.7452100761601183,0.6438524590163934,0.6380381751676223,0.6186518336159214,0.6373695653570497,4.002631509703425e-05
3.0,0.7084499629128058,0.6550082781456954,0.6838287483352263,0.6337067097562253,0.6601999203202082,0.7652795443769361,0.6196721311475409,0.6185267581565511,0.6185093745657125,0.6185878175566469,4.0059198147151855e-05
4.0,0.6912980462541644,0.6569743377483444,0.6822975409381589,0.6425840471360786,0.6623298410857281,0.7347995113153927,0.65,0.6584061803526682,0.6359731012627678,0.6485049392790562,4.010521422251487e-05
5.0,0.6469929073227952,0.6658733443708609,0.6986156145067133,0.6400939045882198,0.6711591884063358,0.74337432501746,0.6409836065573771,0.6602081476533277,0.6263016429555789,0.641113207789307,4.016434313895181e-05
6.0,0.6608567423871811,0.679739238410596,0.6929803735954545,0.6637859737025379,0.683560503091816,0.7388182638121433,0.6372950819672131,0.6591695112501016,0.6207546305109602,0.6384967654011221,4.0236558960565664e-05
7.0,0.6467650289468417,0.679635761589404,0.7102198666638472,0.6625091327284741,0.6848010822881251,0.7349840242354596,0.6540983606557377,0.664199850501295,0.641473491158172,0.6549446727985845,4.032183001111035e-05
8.0,0.6324167753884334,0.6857408940397351,0.7132500047166402,0.671061518135755,0.6909920946504994,0.7372597608409944,0.6786885245901639,0.6513990075725148,0.6534189536575828,0.6714015362803089,4.042011888788485e-05
9.0,0.6233213563135128,0.6862582781456954,0.7166633145355742,0.6690468446727342,0.6917139429097815,0.7228908558360866,0.6635245901639344,0.6751279309550157,0.6404043015142414,0.6630259361242679,4.053138247813933e-05
10.0,0.6200560736439086,0.6943294701986755,0.7181459449437623,0.6764832545873777,0.6991632401700869,0.7322277852746307,0.6602459016393443,0.6544838563950375,0.6475820953692587,0.6609040578207749,4.065557197798583e-05
11.0,0.6274875853432725,0.6900869205298014,0.7147420655816733,0.6663281649262226,0.6953092418785425,0.7409752879963547,0.6602459016393443,0.675380774358667,0.6138012384221411,0.6494729261149249,4.07926329138052e-05
12.0,0.6420621080015669,0.6963990066225165,0.7125256270981487,0.6720054396364851,0.7006405249810842,0.727012134770878,0.6717213114754098,0.6592514708748821,0.6485431522980631,0.6696669979064478,4.094250516614108e-05
13.0,0.6213198862723167,0.6901903973509934,0.7184195004721738,0.6713552214366677,0.6951822673742458,0.7257045286600707,0.669672131147541,0.6667988513669844,0.6474099203905307,0.6647535089397759,4.110512299607026e-05
14.0,0.6326229499270585,0.6993998344370861,0.7191590594063811,0.6800937766434739,0.7036555697131134,0.7300417339215514,0.6377049180327868,0.6544831686409721,0.6205103763143138,0.6381692970452781,4.128041507403799e-05
15.0,0.638609723046126,0.7001241721854304,0.715254323970843,0.680537692936936,0.7041766930678416,0.7554217741137645,0.6061475409836066,0.6328107875807253,0.597656546705577,0.5983757237803284,4.1468304511145395e-05
16.0,0.6403071372122164,0.6909147350993378,0.7131129066907315,0.6753565797333398,0.6959169083777875,0.7253305779128778,0.6545081967213114,0.671917312845591,0.6181273713646481,0.6543372106416266,4.166870889287556e-05
17.0,0.6402542054751851,0.6882243377483444,0.7139526124247103,0.6652799825664664,0.6934162122375348,0.7278208969069309,0.6737704918032786,0.6601357513439693,0.6511129804915649,0.6707294982075285,4.188154031524326e-05
18.0,0.6457685700414196,0.6882243377483444,0.7110082442728601,0.6672726020993038,0.6931255954653784,0.71389505257372,0.6594262295081967,0.6687462229253516,0.6329303366423334,0.6589574775090007,4.210670542335247e-05
19.0,0.6279077097674869,0.6959850993377483,0.7215073164348998,0.6820609495678025,0.700325835823512,0.7315082923310702,0.6680327868852459,0.651510317713672,0.6395383451442039,0.6623047099306026,4.234410545234498e-05
20.0,0.6276859607522851,0.6965024834437086,0.7261966458233863,0.6847689195350125,0.7013132997524951,0.7306260937550029,0.6512295081967213,0.6698264915558916,0.6108986758298246,0.6517574979846672,4.259363627072198e-05
21.0,0.6364071614892277,0.6942259933774835,0.7177874106484684,0.6699696705360205,0.6991227616628489,0.7345796628076522,0.6643442622950819,0.6455470305584844,0.6509264181614,0.6642741465427429,4.285518842601942e-05
22.0,0.6334829665473755,0.6916390728476821,0.7176150293370783,0.6764194405918643,0.6962147990758083,0.7446360754185035,0.6627049180327869,0.6250922813725514,0.6304524751293087,0.6600138684852063,4.312864719281762e-05
23.0,0.6404409824518968,0.6935016556291391,0.7166457187084183,0.6756081262510237,0.6988089658106946,0.7259996604724008,0.6639344262295082,0.664419287542461,0.6219527628027154,0.6539545119323313,4.341389262306357e-05
24.0,0.6462815758210934,0.6933981788079471,0.7103694260183772,0.6778248493377447,0.6978477407378973,0.725566876520876,0.644672131147541,0.6832413520716468,0.6098290329544315,0.6462905251724053,4.3710799598684106e-05
25.0,0.6256065296120201,0.6907077814569537,0.710791269737932,0.6712418943267952,0.6953902577347427,0.729762707577377,0.6676229508196722,0.6618544922475383,0.6408237279154633,0.6626105813886384,4.401923788646684e-05
26.0,0.6366126128281189,0.6945364238410596,0.7202125337428898,0.6724127035361637,0.6989453889493356,0.7175074216772298,0.659016393442623,0.6664492711405324,0.6215492809620898,0.6550875259509499,4.4339072195184804e-05
27.0,0.6515170290868804,0.6884312913907285,0.70996429313315,0.6680653139399095,0.6933204159025788,0.7318077650226531,0.6385245901639345,0.645206904911634,0.6268767172463917,0.638110731173326,4.467016223493955e-05
28.0,0.644888260901369,0.6894660596026491,0.7102248737412017,0.6743387232553976,0.6944298217907058,0.7276569444625104,0.6479508196721312,0.6539799202344466,0.6312663620048289,0.6486994178061579,4.5012362778697025e-05
29.0,0.6412857835557287,0.6930877483443708,0.7129582738534994,0.6779173679349925,0.6983465106547508,0.7418468520289562,0.6655737704918033,0.643957503148935,0.6431948621189444,0.662175750489681,4.536552372598888e-05
30.0,0.6474467522359841,0.6870860927152318,0.710616139350666,0.6676866384418217,0.6920833873445215,0.7262165033426441,0.6524590163934426,0.6633123133943807,0.6217019163370102,0.6512768407944869,4.572949016875158e-05
31.0,0.6353214840521876,0.6871895695364238,0.7042592485452696,0.6706234360079231,0.6920184741913855,0.7263524506912857,0.6614754098360656,0.6609880036770975,0.6248265621429506,0.6567054340745804,4.6104102459274115e-05
32.0,0.6448921559267486,0.6872930463576159,0.7100927133806714,0.6677210776680355,0.69251462129682,0.7306591258674372,0.6360655737704918,0.6514098403786425,0.6143098054291735,0.6374490054412738,4.648919628022481e-05
33.0,0.6357600105716693,0.6922599337748344,0.7158581116910915,0.669935767644687,0.6966530497359531,0.7256916674434162,0.6512295081967213,0.6584758582665113,0.6194966754324155,0.6489922889646879,4.688460271672632e-05
34.0,0.6432213625864477,0.6821192052980133,0.7094760972370514,0.6694861503470374,0.6877112019516305,0.7352362806679773,0.6581967213114754,0.6383732201332549,0.6479881255478958,0.6584760197987722,4.7290148330447313e-05
35.0,0.6388425945446191,0.6887417218543046,0.7111459677932467,0.6735747342074346,0.6937975584003342,0.747922818387141,0.6200819672131147,0.6531899218770099,0.5966795746641852,0.6206816301997596,4.770565523567818e-05
36.0,0.650602557307837,0.6866721854304636,0.7096584594327394,0.6630852047838115,0.6916992743735783,0.7309830200476725,0.6651639344262295,0.6493155748818253,0.6493365906689369,0.664943930288917,4.8130941177357656e-05
37.0,0.6574725984836256,0.6863617549668874,0.7108785142697854,0.6709667125513823,0.6915086330079011,0.7305272065225195,0.6372950819672131,0.6584320866619272,0.6076744040320853,0.6390400207092446,4.8565819611015904e-05
38.0,0.6515878352601796,0.6898799668874173,0.7077084052433666,0.6717040000446692,0.694417298934278,0.7269331443505209,0.6598360655737705,0.6597232674452979,0.6429941964504066,0.6600315989021158,4.901009978459904e-05
39.0,0.6487691687629712,0.6892591059602649,0.7126101342625253,0.6629903354368859,0.6943085816584694,0.7270744482024771,0.6557377049180327,0.670481415558578,0.6166862808213989,0.6503143897333594,4.946358682213934e-05
40.0,0.6442054291533319,0.6840852649006622,0.7117121364011746,0.6657485245578004,0.6886543471863456,0.7331210742231276,0.6344262295081967,0.6489467891910592,0.6129047657211436,0.6349553957588788,4.992608180923426e-05
41.0,0.6593725365025318,0.6871895695364238,0.7071269968078048,0.6707655254599832,0.6924635662241012,0.7256677877707559,0.6487704918032787,0.6645823722445989,0.6157808228483069,0.6484881185128102,5.039738188029683e-05
42.0,0.6603384318928055,0.6878104304635762,0.7162029035990569,0.6683745655140138,0.692595921357889,0.7281223883394335,0.6659836065573771,0.6621303006565012,0.6450347958762811,0.6638475745133501,5.087728030753931e-05
