class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,1176,0.5596638655462185,0.5663265306122449,0.812051649928264,0.5629754860524091,0.747924474667916,0.5748154301722386
1,NREM_to_Awake,86,0.5925925925925926,0.7441860465116279,0.9886539453326457,0.6597938144329897,0.9776197272629142,0.7167180760053624
2,Stable_NREM,2702,0.8248312078019505,0.8138415988156921,0.6299524564183835,0.8192995529061102,0.7879423412369309,0.866887916636678
