class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,812,0.3373397435897436,0.5184729064039408,0.5819009100101112,0.4087378640776699,0.4873388679414446,0.2793600573741303
1,NREM_to_Awake,94,0.08375634517766498,0.35106382978723405,0.8660979228486647,0.13524590163934427,0.6603557674095588,0.0637542921748413
2,Stable_NREM,1884,0.7386759581881533,0.45010615711252655,0.6688741721854304,0.5593667546174143,0.5775468333309899,0.7301557945555395
