class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,652,0.0,0.0,1.0,0.0,0.5153313550939664,0.39950980392156865
1,NREM_to_Awake,51,0.0,0.0,1.0,0.0,0.49038461538461536,0.030667468430547205
2,Stable_NREM,960,0.5772699939867709,1.0,0.0,0.731986275257339,0.5161458333333333,0.5909206504309481
