class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,1014,0.4642301710730949,0.5887573964497042,0.6261530113944656,0.5191304347826087,0.6321520417893388,0.46705677150429414
1,NREM_to_Awake,66,0.46835443037974683,0.5606060606060606,0.9849516302400573,0.5103448275862069,0.9327057750561871,0.5201555142022642
2,Stable_NREM,1777,0.7386058981233244,0.6201463140123804,0.6388888888888888,0.6742122973386356,0.6718892640530232,0.7623585330055151
