class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,900,0.6369958275382476,0.5088888888888888,0.8708560118753093,0.5657813465101915,0.7636752982571884,0.6340457858886426
1,NREM_to_Awake,72,0.6741573033707865,0.8333333333333334,0.9898209898209899,0.7453416149068323,0.9802172302172302,0.8043419485945126
2,Stable_NREM,1949,0.7993374349266446,0.8665982555156491,0.5637860082304527,0.8316100443131462,0.7879045812245173,0.8590266594851221
