class_idx,class_name,support,precision,recall,specificity,f1,roc_auc_ovr,average_precision
0,NREM_to_MA,1033,0.5542168674698795,0.5343659244917716,0.7968892955169259,0.5441103992114342,0.7334250608244491,0.5829674436791332
1,NREM_to_Awake,79,0.7066666666666667,0.6708860759493671,0.9929936305732484,0.6883116883116883,0.9651052164798838,0.7260044398742621
2,Stable_NREM,2107,0.7802607076350093,0.7954437588989084,0.5755395683453237,0.7877790834312574,0.7625830991590212,0.8406406428373216
