accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,specificity_macro,specificity_weighted,macro_f1,cohen_kappa,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,n_samples,roc_auc_ovr_NREM_to_MA,average_precision_NREM_to_MA,f1_NREM_to_MA,roc_auc_ovr_NREM_to_Awake,average_precision_NREM_to_Awake,f1_NREM_to_Awake,roc_auc_ovr_Stable_NREM,average_precision_Stable_NREM,f1_Stable_NREM,params_total,params_trainable,params_frozen,macs_per_forward,latency_ms_per_segment,train_wall_clock_s,label_fraction_requested,label_fraction_realised,partition,best_epoch,best_monitor_value,n_train,n_val,n_eval,evaluated_on
0.5760792639773531,0.3333333333333333,0.19202642132578437,0.3318673183846889,0.3333333333333333,0.5760792639773531,0.6666666666666666,0.42392073602264685,0.24367609639275556,0.0,0.4211302387764395,0.5169712171832103,0.5034553522390457,0.3365110166938757,0.4844587867762092,1413,0.4971337067623367,0.3818925342624312,0.0,0.5491899852724595,0.04493893649644863,0.0,0.5045899595148343,0.5827015793227472,0.7310282891782667,157113404,2051,157111353,1887691776,0.7817500593470564,561.274,1.0,1.0,selection_fold_01,1,0.24367609639275556,10692,1413,1413,val
