accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,specificity_macro,specificity_weighted,macro_f1,cohen_kappa,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,n_samples,roc_auc_ovr_NREM_to_MA,average_precision_NREM_to_MA,f1_NREM_to_MA,roc_auc_ovr_NREM_to_Awake,average_precision_NREM_to_Awake,f1_NREM_to_Awake,roc_auc_ovr_Stable_NREM,average_precision_Stable_NREM,f1_Stable_NREM,params_total,params_trainable,params_frozen,macs_per_forward,latency_ms_per_segment,train_wall_clock_s,label_fraction_requested,label_fraction_realised,partition,best_epoch,best_monitor_value,n_train,n_val,n_eval,evaluated_on
0.6775077028414926,0.6084525777701765,0.7041868567787954,0.6752171334254475,0.6084525777701765,0.6775077028414926,0.7585886504784374,0.5982582485938193,0.6464842600428038,0.28302058866906643,0.6754794071978684,0.7686320525849614,0.690589840248958,0.670582091916086,0.6920289323949234,2921,0.6359882346473142,0.4333432623652882,0.46998867497168745,0.9642125892125892,0.7697921671212556,0.7,0.7056953338949805,0.8086108462617143,0.7694641051567239,69816323,627203,69189120,16945564160,1.6759338010160718,2720.202,1.0,1.0,selection_fold_04,82,0.6464842600428038,9184,2921,2921,val
