accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,specificity_macro,specificity_weighted,macro_f1,cohen_kappa,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,n_samples,roc_auc_ovr_NREM_to_MA,average_precision_NREM_to_MA,f1_NREM_to_MA,roc_auc_ovr_NREM_to_Awake,average_precision_NREM_to_Awake,f1_NREM_to_Awake,roc_auc_ovr_Stable_NREM,average_precision_Stable_NREM,f1_Stable_NREM,params_total,params_trainable,params_frozen,macs_per_forward,latency_ms_per_segment,train_wall_clock_s,label_fraction_requested,label_fraction_realised,partition,best_epoch,best_monitor_value,n_train,n_val,n_eval,evaluated_on
0.508138711960368,0.500827732813027,0.41757462043261007,0.5532513729260643,0.500827732813027,0.508138711960368,0.7142243734650453,0.634534408434768,0.42768902982864115,0.13033833238134462,0.5241996997086418,0.6194604768728998,0.5612785558767278,0.387058444397075,0.52592361362833,1413,0.449436895011169,0.3604930465691955,0.4314079422382672,0.7882581336189584,0.1379888439883323,0.24669603524229075,0.6206864019885723,0.6626934426336972,0.6049631120053656,5839939,603,5839336,976103000,0.3901492801863545,307.929,1.0,1.0,selection_fold_01,10,0.42768902982864115,10692,1413,1413,val
